Name,A,I,O,R,F,Pin,Function,"Power, Clock, Debug, System",ICU,SSI_COMMON,IIC,AGT,ETHERC_RMII,SCI,GPT,ADC,CANFD,GPT_POEG,RTC,CAC,SSI,SPI,USB_HS,CEC,CTSU,USB_FS,SDHI,GPT_OPS,QSPI,BUS_ASYNCH,OSPI,DAC,Symbolic Name,IRQ,Mode,Port Capabilities,Pin Function Comment,Direction,Remarks,Pin Number Comment,Pull up,Output type,Drive Capacity
P115,,,,,,96,GPIO,,,,,,,,GTIOC4A,,,,,,SSITXD0,,,,,,,,,A01,,,ARDUINO_D9,,Output mode (Initial Low),BUS_ASYNCH0: A01,,,,,,,
P200,,,,N,,69,,,NMI,,,,,,,,,,,,,,,,,,,,,,,,,,Disabled,ICU0: NMI,,None,,,,,
P202,,,,*,,54,SPI0_MISOA,,IRQ03,,,AGTOB3,,SCK2/RXD9/SCL9,GTIOC5B,,CRX0,,,,,MISOA,,,TS19,,SD0DAT6,,,BC1,,,MIKROBUS_MISO_ARDUINO_MISO_PMOD1_MISO,None,Peripheral mode,AGT3: AGTOB3,,,,,,,
P203,,,,*,,53,SPI0_MOSIA,,IRQ02,,,AGTOA3,,CTSRTS2/TXD9/SDA9,GTIOC5A,,CTX0,,,,,MOSIA,,,TS18,,SD0DAT5,,,A19,,,MIKROBUS_MOSI_ARDUINO_MOSI_PMOD1_MOSI,None,Peripheral mode,AGT3: AGTOA3,,,,,,,
P204,,,,,,52,SPI0_RSPCKA,,,,,AGTIO1,,SCK4/SCK9,GTIOC4B,,,,,CACREF,SSIBCK0,RSPCKA,,,TS00,USB_OVRCURB,SD0DAT4,GTIW,,A18,,,MIKROBUS_SCK_ARDUINO_SCK_PMOD1_SCK,,Peripheral mode,AGT1: AGTIO1,,,,,,,
P206,,,,*,,50,SPI0_SSLA1,,IRQ00,,SDA1,,ET0_LINKSTA,RXD4/SCL4/CTS9,,,,,,,SSIDATA0,SSLA1,,CECIO,TS02,USB_VBUSEN,SD0DAT2,GTIU,,WAIT,,,PMOD1_SS,None,Peripheral mode,BUS_ASYNCH0: WAIT,,,,,,,
P207,,,,,,49,GPIO,,,,,,,TXD4/SDA4,,,,,,,,SSLA2,,,TSCAP,,,,QSSL,A17,,,ARDUINO_D8,,Output mode (Initial Low),BUS_ASYNCH0: A17,,,,,,,
P301,,,,*,,87,SPI0_SSLA2,,IRQ06,,,AGTIO0,,RXD2/SCL2/CTSRTS9,GTIOC4B,,,,,,,SSLA2,,,,,,GTOULO,,A06,,,PMOD1_SS2,None,Peripheral mode,AGT0: AGTIO0,,,,,,,
P302,,,,*,,86,SPI0_SSLA3,,IRQ05,,,,,TXD2/SDA2,GTIOC4A,,,,,,,SSLA3,,,,,,GTOUUP,,A07,,,PMOD1_SS3,None,Peripheral mode,BUS_ASYNCH0: A07,,,,,,,
P303,,,,,,85,GPIO,,,,,,,CTS9,GTIOC7B,,,,,,,,,,,,,,,A08,,,MIKROBUS_RESET_ARDUINO_RESET,,Output mode (Initial Low),BUS_ASYNCH0: A08,,,,,,,
P304,,,,*,,82,,,IRQ09,,,AGTEE2,,RXD6/SCL6,GTIOC7A,,,,,,,,,,,,,GTOWLO,,A09,,,,,Disabled,AGT2: AGTEE2,,,,,,,
P305,,,,*,,81,QSPI0_QSPCLK,,IRQ08,,,AGTOB2,,TXD6/SDA6,,,,,,,,,,,,,,GTOWUP,QSPCLK,A10,,,QSPI_CLK,None,Peripheral mode,AGT2: AGTOB2,,,,,,,
P306,,,,,,80,QSPI0_QSSL,,,,,AGTOA2,,SCK6,,,,,,,,,,,,,,GTOULO,QSSL,A11,,,QSPI_CS,,Peripheral mode,AGT2: AGTOA2,,,,,,,
P307,,,,,,79,QSPI0_QIO0,,,,,AGTEE4,,CTSRTS6,,,,,,,,,,,,,,GTOUUP,QIO0,A12,,,QSPI_IO0,,Peripheral mode,AGT4: AGTEE4,,,,,,,
P308,,,,,,78,QSPI0_QIO1,,,,,AGTOB4,,CTS3/CTS6,,,,,,,,,,,,,,,QIO1,A13,,,QSPI_IO1,,Peripheral mode,AGT4: AGTOB4,,,,,,,
P309,,,,,,77,QSPI0_QIO2,,,,,AGTOA4,,RXD3/SCL3,,,,,,,,,,,,,,,QIO2,A14,,,QSPI_IO2,,Peripheral mode,AGT4: AGTOA4,,,,,,,
P310,,,,,,76,QSPI0_QIO3,,,,,AGTEE1,,TXD3/SDA3,,,,,,,,,,,,,,,QIO3,A15,,,QSPI_IO3,,Peripheral mode,AGT1: AGTEE1,,,,,,,
P311,,,,,,75,GPIO,,,,,AGTOB1,,SCK3,,,,,,,,,,,,,,,,CS2,,,PMOD1_RST,,Output mode (Initial Low),AGT1: AGTOB1,,,,,,,
P312,,,,,,74,,,,,,AGTOA1,,CTSRTS3,,,,,,,,,,,,,,,,CS3,,,,,Disabled,AGT1: AGTOA1,,,,,,,
P313,,,,,,55,,,,,,,,,,,,,,,,,,,,,SD0DAT7,,,A20,,,,,Disabled,BUS_ASYNCH0: A20,,,,,,,
P314,,,,,,56,,,,,,,,,,ADTRG0,,,,,,,,,,,,,,A21,,,,,Disabled,ADC0: ADTRG0,,,,,,,
P315,,,,,,57,,,,,,,,RXD4/SCL4,,,,,,,,,,,,,,,,A22,,,,,Disabled,BUS_ASYNCH0: A22,,,,,,,
P400,,,,*,,1,GPIO,,IRQ00,AUDIO_CLK,SCL0,AGTIO1,ET0_WOL,SCK4/SCK7,GTIOC6A,ADTRG1,,,,,,,,,,,,,,,,,PMOD2_INT,IRQ00,Input mode,ADC1: ADTRG1,,,,,,,
P401,,,,*,,2,ETHERC_RMII0_ET0_MDC,,IRQ05,,SDA0,,ET0_MDC,CTSRTS4/TXD7/SDA7,GTIOC6B,,CTX0,GTETRGA,,,,,,,,,,,,,,,ETH_MDC,None,Peripheral mode,CAN0: CTX0,,,,,,,
P402,,,,*,,3,ETHERC_RMII0_ET0_MDIO,,IRQ04,AUDIO_CLK,,AGTIO0/AGTIO1/AGTIO2/AGTIO3,ET0_MDIO,CTS4/RXD7/SCL7,,,CRX0,,RTCIC0,CACREF,,,,,,,,,,,,,ETH_MDIO,None,Peripheral mode,AGT0: AGTIO0,,,,,,,
P403,,,,*,,4,GPIO,,IRQ14,,,AGTIO0/AGTIO1/AGTIO2/AGTIO3,ET0_LINKSTA,CTSRTS7,GTIOC3A,,,,RTCIC1,,SSIBCK0,,,,,,,,,,,,ETH_RST,None,Output mode (Initial High),AGT0: AGTIO0,,,,,,,
P404,,,,*,,5,GPIO,,IRQ15,,,AGTIO0/AGTIO1/AGTIO2/AGTIO3,ET0_EXOUT,CTS7,GTIOC3B,,,,RTCIC2,,SSILRCK0,,,,,,,,,,,,PMOD2_RST,None,Output mode (Initial Low),AGT0: AGTIO0,,,,,,,
P405,,,,,,6,ETHERC_RMII0_RMII_TXD_EN,,,,,,RMII_TXD_EN,,GTIOC1A,,,,,,SSITXD0,,,,,,,,,,,,ETH_TXEN,,Peripheral mode,ETHERC_MII0: ET0_TX_EN,,,,,,,
P406,,,,,,7,ETHERC_RMII0_RMII_TXD1,,,,,AGTO5,RMII_TXD1,,GTIOC1B,,,,,,SSIRXD0,SSLA3,,,,,,,,,,,ETH_TXD1,,Peripheral mode,AGT5: AGTO5,,,,,,,
P407,,,,,,44,USB_FS0_USB_VBUS,,,,SDA0,AGTIO0,ET0_EXOUT,CTSRTS4,GTIOC6A,ADTRG0,,,RTCOUT,,,SSLA3,,,TS03,USB_VBUS,,,,,,,USBFS_VBUS,,Peripheral mode,ADC0: ADTRG0,,,,,,,
P408,,,,*,,43,GPIO,,IRQ07,,SCL0,AGTOB2,RMII_CRS_DV,RXD3/SCL3/CTS4,GTIOC6B,,,,,,,,USBHS_ID,,TS04,USB_ID,,GTOWLO,,,,,PMOD2_SS2,None,Output mode (Initial Low),AGT2: AGTOB2,,,,,,,
P409,,,,*,,42,GPIO,,IRQ06,,SDA2,AGTOA2,RMII_RX_ER,TXD3/SDA3,,,,,,,,,USBHS_EXICEN,,TS05,USB_EXICEN,,GTOWUP,,,,,MIKROBUS_INT_ARDUINO_INT0,IRQ06,Input mode,AGT2: AGTOA2,,,,,,,
P410,,,,*,,41,SPI1_MISOB,,IRQ05,,SCL2,AGTOB1,RMII_RXD1,RXD0/SCL0/SCK3,GTIOC9B,,,,,,,MISOB,,,TS06,,SD0DAT1,GTOVLO,,,,,PMOD2_MISO,None,Peripheral mode,AGT1: AGTOB1,,,,,,,
P411,,,,*,,40,SPI1_MOSIB,,IRQ04,,,AGTOA1,RMII_RXD0,TXD0/SDA0/CTSRTS3,GTIOC9A,,,,,,,MOSIB,,,TS07,,SD0DAT0,GTOVUP,,,,,PMOD2_MOSI,None,Peripheral mode,AGT1: AGTOA1,,,,,,,
P412,,,,,,39,SPI1_RSPCKB,,,,,AGTEE1,REF50CK,SCK0/CTS3,,,,,,,,RSPCKB,,,TS08,,SD0CMD,GTOULO,,,,,PMOD2_SCK,,Peripheral mode,AGT1: AGTEE1,,,,,,,
P413,,,,,,38,SPI1_SSLB0,,,,,AGTEE3,RMII_TXD0,CTSRTS0,,,,,,,,SSLB0,,,TS09,,SD0CLK,GTOUUP,,,,,PMOS2_SS,,Peripheral mode,AGT3: AGTEE3,,,,,,,
P414,,,,*,,37,IIC2_SDA2,,IRQ09,,SDA2,AGTIO5,RMII_TXD1,CTS0,GTIOC0B,,,,,,,SSLB1,,,TS10,,SD0WP,,,,,,GROVE1_SDA_QWIIC_SDA,None,Peripheral mode,AGT5: AGTIO5,,,,,,,
P415,,,,*,,36,IIC2_SCL2,,IRQ08,,SCL2,AGTIO4,RMII_TXD_EN,,GTIOC0A,,,,,,,SSLB2,,,TS11,USB_VBUSEN,SD0CD,,,,,,GROVE1_SCL_QWIIC_SCL,None,Peripheral mode,AGT4: AGTIO4,,,,,,,
P500,,,,,,140,USB_FS0_USB_VBUSEN,,,,,AGTOA0,,CTS5,,AN116,,,,CACREF,,,,,,USB_VBUSEN,,GTIU,QSPCLK,,,,USBFS_VBUS_EN,,Peripheral mode,ADC1: AN116,,,,,,,
P501,,,,*,,141,USB_FS0_USB_OVRCURA,,IRQ11,,,AGTOB0,,TXD5/SDA5,,AN117,,,,,,,,,,USB_OVRCURA,,GTIV,QSSL,,,,USBFS_OVERCURA,None,Peripheral mode,ADC1: AN117,,,,,,,
P502,,,,*,,142,,,IRQ12,,,AGTOA2,,RXD5/SCL5/CTS6,,AN118,,,,,,,,,,USB_OVRCURB,,GTIW,QIO0,,,,,,Disabled,ADC1: AN118,,,,,,,
P503,,,,,,143,,,,,,AGTOB2,,SCK5/CTSRTS6,,AN119,,GTETRGC,,,,,,,,USB_EXICEN,,,QIO1,,,,,,Disabled,ADC1: AN119,,,,,,,
P504,,,,,,144,,,,,,AGTOA3,,CTSRTS5/SCK6,,AN120,,GTETRGD,,,,,,,,USB_ID,,,QIO2,ALE,,,,,Disabled,ADC1: AN120,,,,,,,
P505,,,,*,,145,SCI6_SCL6,,IRQ14,,,AGTOB3,,RXD6/SCL6,,AN121,,,,,,,,,,,,,QIO3,,,,GROVE2_SCL,None,Peripheral mode,ADC1: AN121,,,,,,,
P506,,,,*,,146,SCI6_SDA6,,IRQ15,,,,,TXD6/SDA6,,AN122,,,,,,,,,,,,,,,,,GROVE2_SDA,None,Peripheral mode,ADC1: AN122,,,,,,,
P507,,,,,,147,,,,,,,,SCK5/SCK6,,AN123,,,,,,,,,,,,,,,,,,,Disabled,ADC1: AN123,,,,,,,
P508,,,,,,148,,,,,,,,CTSRTS5,,AN124,,,,,,,,,,,,,,,,,,,Disabled,ADC1: AN124,,,,,,,
P511,,,,*,,176,IIC1_SDA1,,IRQ15,,SDA1,,,RXD4/SCL4,GTIOC0B,,CRX1,,,,,,,,,,,,,,,,MIKROBUS_SDA_ARDUINO_SDA,None,Peripheral mode,CAN1: CRX1,,,,,,,
P512,,,,*,,175,IIC1_SCL1,,IRQ14,,SCL1,,,TXD4/SDA4,GTIOC0A,,CTX1,,,,,,,,,,,,,,,,MIKROBUS_SCL_ARDUINO_SCL,None,Peripheral mode,CAN1: CTX1,,,,,,,
P513,,,,,,174,,,,,,,,RXD5/SCL5,,,,,,,,,,,,,,,,,,,,,Disabled,SCI5: RXD5,,,,,,,
P601,,,,,,121,OSPI0_OMSIO2,,,,,AGTEE3,,RXD9/SCL9,GTIOC6A,,,,,,,,,,,,,,,WR,OMSIO2,,OSPI_SIO2,,Peripheral mode,AGT3: AGTEE3,,,,,,,
P602,,,,,,120,OSPI0_OMCS1,,,,,AGTO3,,TXD9/SDA9,GTIOC7B,,,,,,,,,,,,,,,EBCLK,OMCS1,,OSPI_CS1,,Peripheral mode,AGT3: AGTO3,,,,,,,
P603,,,,,,119,,,,,,AGTIO4,,CTSRTS9,GTIOC7A,,,,,,,,,,,,,,,D13,,,,,Disabled,AGT4: AGTIO4,,,,,,,
P604,,,,,,118,,,,,,AGTEE4,,CTS9,GTIOC8B,,,,,,,,,,,,,,,D12,,,,,Disabled,AGT4: AGTEE4,,,,,,,
P605,,,,,,117,,,,,,AGTO4,,CTS8,GTIOC8A,,,,,,,,,,,,,,,D11,,,,,Disabled,AGT4: AGTO4,,,,,,,
P606,,,,,,116,,,,,,,,CTSRTS8,,,,,RTCOUT,,,,,,,,,,,,,,,,Disabled,RTC0: RTCOUT,,,,,,,
P607,,,,,,115,,,,,,,,RXD8/SCL8,,,,,,,,,,,,,,,,,,,,,Disabled,SCI8: RXD8,,,,,,,
P608,,,,,,99,GPIO,,,,,,,,GTIOC4B,,,,,,,,,,,,,,,A00,,,ARDUINO_D7,,Output mode (Initial Low),BUS_ASYNCH0: A00,,,,,,,
P609,,,,,,100,CANFD1_CTX1,,,,,AGTO5,,,GTIOC5A,,CTX1,,,,,,,,,,,,,CS1,OMECS,,CAN_TXD,,Peripheral mode,AGT5: AGTO5,,,,,,,
P610,,,,,,101,CANFD1_CRX1,,,,,AGTO4,,CTS7,GTIOC5B,,CRX1,,,,,,,,,,,,,CS0,OMCS0,,CAN_RDX,,Peripheral mode,AGT4: AGTO4,,,,,,,
P612,,,,,,103,,,,,,AGTO2,,SCK7,,,,,,,,,,,,,,,,D08,,,,,Disabled,AGT2: AGTO2,,,,,,,
P613,,,,,,104,SCI7_TXD7,,,,,AGTO1,,TXD7/SDA7,,,,,,,,,,,,,,,,D09,,,MIKROBUS_TX_ARDUINO_TX,,Peripheral mode,AGT1: AGTO1,,,,,,,
P614,,,,,,105,SCI7_RXD7,,,,,AGTO0,,RXD7/SCL7,,,,,,,,,,,,,,,,D10,,,MIKROBUS_RX_ARDUINO_RX,,Peripheral mode,AGT0: AGTO0,,,,,,,
P615,,,,*,,106,GPIO,,IRQ07,,,,,,,,,,,,,,,,,USB_VBUSEN,,,,,,,OSPI_RST,None,Output mode (Initial High),ICU0: IRQ07,,,,,,,
P700,,,,,,8,ETHERC_RMII0_RMII_TXD0,,,,,AGTO4,RMII_TXD0,,GTIOC5A,,,,,,,MISOA,,,,,,,,,,,ETH_TXD0,,Peripheral mode,AGT4: AGTO4,,,,,,,
P701,,,,,,9,ETHERC_RMII0_REF50CK,,,,,AGTO3,REF50CK,,GTIOC5B,,,,,,,MOSIA,,,,,,,,,,,ETH_50REF,,Peripheral mode,AGT3: AGTO3,,,,,,,
P702,,,,,,10,ETHERC_RMII0_RMII_RXD0,,,,,AGTO2,RMII_RXD0,,GTIOC6A,,,,,,,RSPCKA,,,,,,,,,,,ETH_RXD0,,Peripheral mode,AGT2: AGTO2,,,,,,,
P703,,,,,,11,ETHERC_RMII0_RMII_RXD1,,,,,AGTO1,RMII_RXD1,,GTIOC6B,,,,,,,SSLA0,,,,,,,,,,,ETH_RXD1,,Peripheral mode,AGT1: AGTO1,,,,,,,
P704,,,,,,12,ETHERC_RMII0_RMII_RX_ER,,,,,AGTO0,RMII_RX_ER,,,,CTX0,,,,,SSLA1,,,,,,,,,,,ETH_RXERR,,Peripheral mode,AGT0: AGTO0,,,,,,,
P705,,,,,,13,ETHERC_RMII0_RMII_CRS_DV,,,,,AGTIO0,RMII_CRS_DV,CTS3,,,CRX0,,,,,SSLA2,,,,,,,,,,,ETH_CRSDV,,Peripheral mode,AGT0: AGTIO0,,,,,,,
P706,,,,*,,14,GPIO,,IRQ07,,,,,RXD3/SCL3,,,,,,,,,USBHS_OVRCURB,,,,,,,,,,ETH_INT,IRQ07,Input mode,ICU0: IRQ07,,,,,,,
P707,,,,*,,15,USB_HS0_USBHS_OVRCURA,,IRQ08,,,,,TXD3/SDA3,,,,,,,,,USBHS_OVRCURA,,,,,,,,,,USBHS_OVERCURA,None,Peripheral mode,ICU0: IRQ08,,,,,,,
P708,,,,*,,35,SPI1_SSLB3,,IRQ11,AUDIO_CLK,,,,RXD1/SCL1,,,,,,CACREF,,SSLB3,,CECIO,TS12,,,,,,,,PMOD2_SS3,None,Peripheral mode,CAC0: CACREF,,,,,,,
P800,,,,,,133,,,,,,AGTOA4,,CTS0,,AN125,,,,,,,,,,,,,,D14,,,,,Disabled,ADC1: AN125,,,,,,,
P801,,,,,,134,,,,,,AGTOB4,,CTS8,,AN126,,,,,,,,,,,,,,D15,,,,,Disabled,ADC1: AN126,,,,,,,
P802,,,,*,,135,,,IRQ03,,,,,,,AN127,,,,,,,,,,,,,,,,,,,Disabled,ADC1: AN127,,,,,,,
P803,,,,*,,136,,,IRQ02,,,,,,,AN128,,,,,,,,,,,,,,,,,,,Disabled,ADC1: AN128,,,,,,,
P804,,,,*,,137,,,IRQ01,,,,,,,,,,,,,,,,,,,,,,,,,,Disabled,ICU0: IRQ01,,None,,,,,
P805,,,,,,173,,,,,,,,TXD5/SDA5,,,,,,,,,,,,,,,,,,,,,Disabled,SCI5: SDA5,,,,,,,
P806,,,,*,,172,,,IRQ00,,,,,,,,,,,,,,,,,,,,,,,,,,Disabled,ICU0: IRQ00,,None,,,,,
P900,,,,,,58,,,,,,,,TXD4/SDA4,,,,,,,,,,,,,,,,A23,,,,,Disabled,BUS_ASYNCH0: A23,,,,,,,
P901,,,,,,59,,,,,,AGTIO1,,SCK4,,,,,,,,,,,,,,,,,,,,,Disabled,AGT1: AGTIO1,,,,,,,
P905,,,,*,,73,GPIO,,IRQ08,,,,,,,,,,,,,,,,,USB_ID,,,,,,,PMOD1_INT,IRQ08,Input mode,ICU0: IRQ08,,,,,,,
P906,,,,*,,72,,,IRQ09,,,,,,,,,,,,,,,,,USB_EXICEN,,,,,,,,,Disabled,ICU0: IRQ09,,,,,,,
P907,,,,*,,71,,,IRQ10,,,,,,,,,,,,,,USBHS_ID,,,,,,,,,,,,Disabled,ICU0: IRQ10,,,,,,,
P908,,,,*,,70,,,IRQ11,,,,,,,,,,,,,,USBHS_EXICEN,,,,,,,,,,,,Disabled,ICU0: IRQ11,,,,,,,
PA00,,,,,,114,,,,,,,,TXD8/SDA8,,,,,,,,,,,,,,,,,,,,,Disabled,SCI8: SDA8,,,,,,,
PA01,,,,,,113,,,,,,,,SCK8,,,,,,,,,,,,,,,,,,,,,Disabled,SCI8: SCK8,,None,,,,,
PA08,,,,*,,107,,,IRQ06,,,,,,,,,,,,,,,,,USB_OVRCURA,,,,,,,,,Disabled,ICU0: IRQ06,,,,,,,
PA09,,,,*,,108,,,IRQ05,,,,,,,,,,,,,,,,,USB_OVRCURB,,,,,,,,,Disabled,ICU0: IRQ05,,,,,,,
PA10,,,,*,,109,,,IRQ04,,,,,,,,,,,,,,,,,,,,,,,,,,Disabled,ICU0: IRQ04,,None,,,,,
PB00,,,,,,16,USB_HS0_USBHS_VBUSEN,,,,,,,SCK3,,,,,,,,,USBHS_VBUSEN,,,,,,,,,,USBHS_VBUS_EN,,Peripheral mode,SCI3: SCK3,,,,,,,
PB01,,,,,,17,USB_HS0_USBHS_VBUS,,,,,,,CTSRTS3,,,,,,,,,USBHS_VBUS,,,,,,,,,,USBHS_VBUS,,Peripheral mode,SCI3: CTSRTS3,,,,,,,
QSPI0: QIO0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QIO3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSPCLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSPCLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSPCLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSPCLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QSPI0: QSSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTC0: RTCIC0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTC0: RTCIC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTC0: RTCIC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RTC0: RTCOUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: CTS0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI0: CTS0""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: CTSRTS0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: CTSRTS0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: RXD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: RXD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: SCK0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: SCK0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: SCL0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: SCL0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: SDA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: SDA0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: TXD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI0: TXD0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: CTSRTS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: RXD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: RXD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: SCK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: SCK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: SCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI1: SCL1""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI1: SDA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI1: TXD1""",,,,,,,IO,,,None,CMOS,Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: CTSRTS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: CTSRTS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: RXD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: RXD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: SCK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: SCK2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: SCL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: SCL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: SDA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: SDA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: TXD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI2: TXD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: CTS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: CTS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: CTS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: CTSRTS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SCI3: CTSRTS3""",,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: RXD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: RXD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: RXD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCI3: SCK3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
